Airplane.damage.,Airplane.fate.,DateCrash,YearCrash,First.flight.,AccidentCountry,Nature,Operator,Phase,Departcountry,Destcountry,Type,Total.airframe.hrs.,Status.,FatalCrew,FatalPass,OccupantsCrew,OccupantsPass,FatalTotal,OccupantsTotal
Destroyed,Written off (damaged beyond repair),Thursday 20 October 1960,1960,1959,Russia,Domestic Scheduled Passenger,"Aeroflot, Far East Civil Aviation Directorate",Approach (APR),Russia,Russia,Tupolev 104A,NA,,3,0,7,61,3,68
Damaged beyond repair,NA,Saturday 22 October 1960,1960,1945,Papua New Guinea,Military,Royal Australian Air Force - RAAF,Landing (LDG),?,Papua New Guinea,Douglas C-47B-30-DK (DC-3),NA,,0,0,8,0,0,8
Damaged beyond repair,NA,Friday 28 October 1960,1960,1944,United States of America,Domestic Scheduled Passenger,Northwest Orient Airlines,En route (ENR),United States of America,United States of America,Douglas C-54A-10-DC (DC-4),NA,,4,8,4,8,12,12
Minor,NA,Saturday 29 October 1960,1960,,United States of America,Domestic Scheduled Passenger,Cubana de Aviación,En route (ENR),Cuba,Cuba,Douglas DC-3,NA,,0,1,3,34,1,37
Damaged beyond repair,NA,Saturday 29 October 1960,1960,1945,United States of America,Domestic Non Scheduled Passenger,Arctic Pacific,Initial climb (ICL),United States of America,United States of America,Curtiss C-46F-1-CU Commando,NA,,2,20,3,45,22,48
Substantial,Repaired,Saturday 29 October 1960,1960,1960-05-25  (5 months),Kenya,International Scheduled Passenger,South African Airways - SAA,Approach (APR),South Africa,Kenya,Boeing 707-344,NA,,0,0,13,78,0,91
Damaged beyond repair,NA,Monday 31 October 1960,1960,1955,Antarctica,Military,United States Navy,Landing (LDG),?,Antarctica,Lockheed WV-2 Super Constellation,NA,,0,0,,,0,23
Damaged beyond repair,NA,Saturday 5 November 1960,1960,1944,Nepal,Unknown,Royal Nepal Airlines,Takeoff (TOF),Nepal,?,Douglas C-47A-80-DL (DC-3),NA,,4,0,4,0,4,4
Damaged beyond repair,NA,Monday 7 November 1960,1960,1958,Ecuador,Domestic Scheduled Passenger,AREA Ecuador,Approach (APR),Ecuador,Ecuador,Fairchild F-27A,NA,,3,34,3,34,37,37
Damaged beyond repair,NA,Tuesday 8 November 1960,1960,1945,Costa Rica,Unknown,Lineas Aéreas Costarricenses - LACSA,Landing (LDG),?,Costa Rica,Curtiss C-46A-55-CK Commando,NA,,0,0,,,0,
Damaged beyond repair,NA,Tuesday 8 November 1960,1960,1956,Spain,Domestic Scheduled Passenger,NA,Landing (LDG),Spain,Spain,Lockheed L-1049G Super Constellation,14413,,0,0,8,63,0,71
Damaged beyond repair,NA,Friday 11 November 1960,1960,1955,Sudan,International Scheduled Passenger,British Overseas Airways Corporation - BOAC,Landing (LDG),?,Sudan,Bristol 175 Britannia 102,NA,,0,0,9,18,0,27
Damaged beyond repair,NA,Friday 18 November 1960,1960,1958-01-09  (2 years 10 months),United States of America,Military,United States Air Force - USAF,Landing (LDG),?,United States of America,Boeing KC-135A-BN Stratotanker,NA,,,,,,1,17
Damaged beyond repair,NA,Monday 21 November 1960,1960,1945,Bahamas,Unknown,Bahamas Airways,Landing (LDG),Bahamas,?,Douglas C-47B-30-DK (DC-3),NA,,0,0,,,0,
Destroyed,Written off (damaged beyond repair),Wednesday 23 November 1960,1960,1944,Philippines,Domestic Scheduled Passenger,Philippine Air Lines,En route (ENR),Philippines,Philippines,Douglas DC-3C,17996,,4,29,4,29,33,33
Damaged beyond repair,NA,Saturday 26 November 1960,1960,,Bolivia,Unknown,Aerovías Cóndor S.A.,Takeoff (TOF),Bolivia,?,Fairchild C-82A-FA Packet,NA,,,,,,7,
Damaged beyond repair,NA,Saturday 26 November 1960,1960,1945,Laos,Unknown,Air America,Unknown (UNK),?,?,Curtiss C-46F-1-CU Commando,NA,,2,0,3,0,2,3
Damaged beyond repair,NA,Sunday 4 December 1960,1960,,Russia,Domestic Scheduled Passenger,"Aeroflot, Komi Civil Aviation Directorate",En route (ENR),Russia,Russia,Ilyushin 14M,NA,,5,9,5,9,14,14
Damaged beyond repair,NA,Wednesday 7 December 1960,1960,1945,Brazil,Domestic Non Scheduled Passenger,REAL Transportes Aéreos,En route (ENR),Brazil,Brazil,Curtiss C-46A-60-CK Commando,NA,,2,13,2,13,15,15
Unknown,NA,Thursday 8 December 1960,1960,,Cuba,Domestic Scheduled Passenger,Cubana de Aviación,En route (ENR),Cuba,Cuba,unknown,NA,,,,,,1,17
Damaged beyond repair,NA,Sunday 11 December 1960,1960,1945,Portugal,Military,Força Aérea Brasileira - FAB,Landing (LDG),Italy,Portugal,Douglas C-54G-5-DO (DC-4),NA,,0,0,9,0,0,9
Damaged beyond repair,NA,Monday 12 December 1960,1960,1944,Australia,Training,Airlines of New South Wales,En route (ENR),Australia,Australia,Douglas C-47A-5-DK (DC-3C),NA,,3,0,3,0,3,3
Damaged beyond repair,NA,Wednesday 14 December 1960,1960,1945,Antarctica,Military,Royal Australian Air Force - RAAF,Standing (STD),-,-,Douglas C-47B-25-DK (DC-3),NA,,0,0,0,0,0,0
Destroyed,Written off (damaged beyond repair),Friday 16 December 1960,1960,1959,United States of America,Domestic Scheduled Passenger,United Air Lines,Approach (APR),United States of America,United States of America,Douglas DC-8-11,2434,Final,7,77,7,77,84,84
Damaged beyond repair,NA,Friday 16 December 1960,1960,1952,United States of America,Domestic Scheduled Passenger,Trans World Airlines - TWA,Approach (APR),United States of America,United States of America,Lockheed L-1049 Super Constellation,21555,Final,5,39,5,39,44,44
Destroyed,Written off (damaged beyond repair),Saturday 17 December 1960,1960,1955,Germany,Military,United States Air Force - USAF,En route (ENR),Germany,United Kingdom,Convair C-131D (CV-340),NA,,7,13,7,13,20,20
Damaged beyond repair,NA,Saturday 17 December 1960,1960,1957,Chile,Military,Fuerza Aérea de Chile,Unknown (UNK),?,?,de Havilland Canada DHC-3 Otter,NA,,,,,,4,
Substantial,Repaired,Sunday 18 December 1960,1960,1957-08-31  (3 years 4 months),Germany,Cargo,British United Airways - BUA,Landing (LDG),?,Germany,Vickers 804 Viscount,NA,,0,0,2,3,0,5
Damaged beyond repair,NA,Sunday 18 December 1960,1960,,Brazil,Cargo,Varig,Landing (LDG),?,Brazil,Curtiss C-46C Commando,NA,,0,0,3,0,0,3
Damaged beyond repair,NA,Monday 19 December 1960,1960,,Bulgaria,Military,Bulgarian Air Force,Approach (APR),?,Bulgaria,Ilyushin 14,NA,,5,0,5,0,5,5
Damaged beyond repair,NA,Wednesday 21 December 1960,1960,1942,Somalia,Unknown,Sinclair Somali Corp.,Unknown (UNK),?,?,Douglas C-47-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Thursday 22 December 1960,1960,1944,Philippines,Domestic Scheduled Passenger,Philippine Air Lines,Initial climb (ICL),Philippines,Philippines,Douglas C-47A-90-DL (DC-3C),18611,,2,26,3,34,28,37
Damaged beyond repair,NA,Friday 23 December 1960,1960,1956-12-27  (3 years 12 months),Australia,-,Australian Iron & Steel,Standing (STD),-,-,Scottish Aviation Twin Pioneer 1,NA,,0,0,0,0,0,0
Destroyed,Written off (damaged beyond repair),Monday 26 December 1960,1960,1958,Russia,Training,"Aeroflot, Ulyanovsk Advanced Flying Training College",Approach (APR),Russia,Russia,Ilyushin 18A,144,,13,4,13,4,17,17
Damaged beyond repair,NA,Monday 2 January 1961,1961,1958,Czech Republic,Training,CSA Ceskoslovenské Aerolinie,Initial climb (ICL),Czech Republic,Czech Republic,Avia 14-32A,NA,,5,5,5,5,10,10
Damaged beyond repair,NA,Monday 2 January 1961,1961,1945,Indonesia,Military,Marine Luchtvaart Dienst (MLD),Maneuvering (MNV),Indonesia,Indonesia,Douglas R4D-1 (DC-3),NA,Preliminary,5,0,5,0,5,5
Damaged beyond repair,NA,Tuesday 3 January 1961,1961,1944,Finland,Domestic Scheduled Passenger,Aero OY,Approach (APR),Finland,Finland,Douglas C-47A-30-DK (DC-3C),NA,,3,22,3,22,25,25
Damaged beyond repair,NA,Monday 9 January 1961,1961,,Germany,Military,United States Air Force - USAF,Approach (APR),?,Germany,Douglas C-124C Globemaster II,NA,,0,0,,,0,15
Damaged beyond repair,NA,Tuesday 10 January 1961,1961,1944,Saudi Arabia,Military,United States Air Force - USAF,Unknown (UNK),?,?,Douglas C-47D (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Sunday 15 January 1961,1961,,United States of America,Military,United States Air Force - USAF,Unknown (UNK),United States of America,United States of America,Fairchild C-119G Flying Boxcar,NA,,5,0,5,0,5,5
Damaged beyond repair,NA,Thursday 19 January 1961,1961,1960,United States of America,International Scheduled Passenger,Aeronaves de México,Takeoff (TOF),United States of America,Mexico,Douglas DC-8-21,529,,4,0,9,97,4,106
Damaged beyond repair,NA,Sunday 22 January 1961,1961,,United States of America,Cargo,Capitol Airways,En route (ENR),United States of America,United States of America,Curtiss C-46F-1-CU Commando,NA,,2,0,2,0,2,2
Damaged beyond repair,NA,Monday 23 January 1961,1961,1945,Spain,Military,United States Air Force - USAF,Unknown (UNK),?,Spain,Douglas SC-54D (DC-4),NA,,0,0,,,0,
Damaged beyond repair,NA,Monday 23 January 1961,1961,1952,Kenya,Military,Royal Air Force - RAF,Takeoff (TOF),Kenya,?,Handley Page Hastings C.2,NA,,0,0,,,0,
Damaged beyond repair,NA,Monday 23 January 1961,1961,,Germany,Military,Luftwaffe,En route (ENR),Germany,Germany,Nord 2501D Noratlas,NA,,4,0,4,0,4,4
Missing,Presumed damaged beyond repair,Thursday 26 January 1961,1961,1952,Atlantic Ocean,Military,United States Air Force - USAF,En route (ENR),Portugal,Canada,Douglas C-118A (DC-6),NA,,10,13,10,13,23,23
Damaged beyond repair,NA,Friday 27 January 1961,1961,1959,Argentina,Military,Fuerza Aérea Argentina - FAA,Unknown (UNK),?,?,Morane Saulnier MS.760A Paris,NA,,,,,,2,2
Damaged beyond repair,NA,Wednesday 1 February 1961,1961,1958,Russia,Unknown,"Aeroflot, Moscow Civil Aviation Directorate",Landing (LDG),?,Russia,Tupolev 104A,NA,,0,0,,,0,
Damaged beyond repair,NA,Thursday 2 February 1961,1961,1952,Congo (Democratic Republic),Military,Aeronautica Militare Italiana - AMI,Unknown (UNK),Congo (Democratic Republic),Congo (Democratic Republic),Fairchild C-119G Flying Boxcar,NA,,0,0,,,0,
Damaged beyond repair,NA,Saturday 4 February 1961,1961,1947,Germany,Cargo,Kurt Conle,Takeoff (TOF),Germany,?,Vickers 610 Viking 1B,NA,,0,0,3,0,0,3
Damaged beyond repair,NA,Friday 10 February 1961,1961,1945,South Africa,Military,South African Air Force - SAAF,Unknown (UNK),?,?,Douglas C-47B-35-DK (DC-3),NA,,5,0,5,0,5,5
Damaged beyond repair,NA,Wednesday 15 February 1961,1961,,Congo (Democratic Republic),Military,Aeronautica Militare Italiana - AMI,Takeoff (TOF),Congo (Democratic Republic),?,Fairchild C-119G Flying Boxcar,NA,,,,,,3,9
Damaged beyond repair,NA,Saturday 18 February 1961,1961,1956,Germany,Cargo,Pan American World Airways (Pan Am),Approach (APR),Germany,Germany,Douglas DC-7CF,NA,,0,0,3,0,0,3
Damaged beyond repair,NA,Sunday 19 February 1961,1961,1948,United States of America,Unknown,Lyndon B Johnson,En route (ENR),United States of America,?,Convair CV-240-0,NA,,2,0,2,0,2,2
Damaged beyond repair,NA,Thursday 23 February 1961,1961,1954,United States of America,Military,United States Navy,Landing (LDG),United States of America,United States of America,Convair R4Y-1Z (CV-340),NA,,0,0,4,4,0,8
Damaged beyond repair,NA,Thursday 23 February 1961,1961,1945,Brazil,-,REAL Transportes Aéreos,Standing (STD),-,-,Douglas C-47B-45-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Thursday 2 March 1961,1961,1957-08-29  (3 years 6 months),Tanzania,Military,Royal Air Force - RAF,Unknown (UNK),?,?,Scottish Aviation Twin Pioneer CC.1,NA,,1,0,,,1,
Damaged beyond repair,NA,Saturday 4 March 1961,1961,1943,Unknown country,Unknown,C.E. de Campos,Unknown (UNK),?,?,Douglas C-47A-70-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Tuesday 14 March 1961,1961,1944,Brazil,Military,Força Aérea Brasileira - FAB,Unknown (UNK),?,?,Douglas C-47A-25-DK (DC-3),NA,,0,0,5,0,0,5
Damaged beyond repair,NA,Wednesday 15 March 1961,1961,1942,Brazil,Unknown,Aeronorte - Empr. de Transpoeres Aéreos Norte do Brasil,Approach (APR),Brazil,Brazil,Douglas C-53 (DC-3),NA,,3,0,3,0,3,3
Unknown,NA,Wednesday 15 March 1961,1961,,Colombia,Domestic Scheduled Passenger,Avianca,Landing (LDG),Colombia,Colombia,Douglas C-47 (DC-3),NA,,0,0,2,14,0,16
Damaged beyond repair,NA,Thursday 16 March 1961,1961,1959,Russia,Domestic Scheduled Passenger,"Aeroflot, West Siberia Civil Aviation Directorate",En route (ENR),Russia,Russia,Tupolev 104B,1600,,2,3,10,41,5,51
Damaged beyond repair,NA,Wednesday 22 March 1961,1961,1944,India,Cargo,Seven Seas Airlines,En route (ENR),India,Thailand,Douglas C-54A-15-DC (DC-4),NA,,0,0,3,0,0,3
Damaged beyond repair,NA,Wednesday 22 March 1961,1961,1953,United States of America,Military,United States Air Force - USAF,En route (ENR),United States of America,United States of America,Lockheed TC-121C Super Constellation,NA,,6,0,6,0,6,6
Damaged beyond repair,NA,Wednesday 22 March 1961,1961,1943,Bangladesh,Unknown,Pakistan International Airlines - PIA,Unknown (UNK),?,?,Douglas C-47A-30-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Thursday 23 March 1961,1961,1945,Laos,Military,United States Air Force - USAF,En route (ENR),Laos,Vietnam,Douglas SC-47D (DC-3),NA,,7,0,8,0,7,8
Damaged beyond repair,NA,Saturday 25 March 1961,1961,1942,Brazil,Military,Força Aérea Brasileira - FAB,Approach (APR),Brazil,Brazil,Douglas C-47-DL (DC-3),NA,,,,6,22,23,28
Damaged beyond repair,NA,Saturday 25 March 1961,1961,,Poland,Military,Polish Air Force,Unknown (UNK),?,?,Antonov 2,NA,,,,,,,
Destroyed,Written off (damaged beyond repair),Tuesday 28 March 1961,1961,1960,Germany,International Scheduled Passenger,CSA Ceskoslovenské Aerolinie,En route (ENR),Czech Republic,Switzerland,Ilyushin 18V,NA,,8,44,8,44,52,52
Destroyed,Written off (damaged beyond repair),Monday 3 April 1961,1961,1943,Chile,Domestic Scheduled Passenger,LAN Chile,En route (ENR),Chile,Chile,Douglas DC-3C,18299,Final,4,20,4,20,24,24
Damaged beyond repair,NA,Tuesday 4 April 1961,1961,1942,St. Pierre and Miquelon,Non Scheduled Passenger,Eastern Provincial Airways,Takeoff (TOF),St. Pierre and Miquelon,?,Douglas C-47-DL (DC-3),NA,,0,0,2,25,0,27
Damaged beyond repair,NA,Wednesday 5 April 1961,1961,1944,Algeria,Military,L'Armée de L'Air,Unknown (UNK),?,?,Douglas C-47A-85-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Saturday 8 April 1961,1961,1944,Colombia,Domestic Non Scheduled Passenger,Texaco,Landing (LDG),?,?,Curtiss C-46A-35-CU Commando,NA,,0,0,2,27,0,29
Damaged beyond repair,NA,Saturday 8 April 1961,1961,1945,Papua New Guinea,Cargo,Papuan Airlines,Landing (LDG),?,?,Douglas C-47B-35-DK (DC-3),NA,,0,0,3,0,0,3
Damaged beyond repair,NA,Wednesday 12 April 1961,1961,1936,United States of America,Executive,US Steel Co.,Landing (LDG),United States of America,United States of America,Douglas DC-3S,NA,,0,0,3,1,0,4
Damaged beyond repair,NA,Wednesday 12 April 1961,1961,1943,Canada,"Aerial Work (Calibration, Photo)",Canada Department of Transport,Initial climb (ICL),Canada,?,Douglas C-47A-1-DK (DC-3),NA,,0,0,2,1,0,3
Damaged beyond repair,NA,Friday 14 April 1961,1961,1942,Canada,Unknown,Maritime Central Airways,Landing (LDG),?,Canada,Douglas R4D-1 (DC-3),NA,,0,0,2,0,0,2
Damaged beyond repair,NA,Friday 14 April 1961,1961,1944,France,Military,L'Armée de L'Air,Unknown (UNK),?,?,Douglas C-47B-5-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Saturday 15 April 1961,1961,1943,Cuba,-,Cubana de Aviación,Standing (STD),-,-,Douglas DC-3A,NA,,0,0,0,0,0,0
Damaged beyond repair,NA,Saturday 15 April 1961,1961,1940,Cuba,-,Cubana de Aviación,Standing (STD),-,-,Douglas DC-3A-228C,NA,,0,0,0,0,0,0
Damaged beyond repair,NA,Tuesday 18 April 1961,1961,,United States of America,Military,United States Navy,Takeoff (TOF),United States of America,United States of America,Douglas R4D-5 (DC-3),NA,,0,6,4,14,6,18
Damaged beyond repair,NA,Friday 21 April 1961,1961,1944,United States of America,Training,Federal Aviation Agency - FAA,Maneuvering (MNV),United States of America,United States of America,Douglas C-47A-90-DL (DC-3),NA,,4,0,4,0,4,4
Damaged beyond repair,NA,Monday 24 April 1961,1961,1944,Unknown country,Military,United States Air Force - USAF,Unknown (UNK),?,?,Douglas C-47A-75-DL (DC-3),NA,,,,,,,
Substantial,Repaired,Tuesday 25 April 1961,1961,1960,Japan,International Scheduled Passenger,Japan Air Lines - JAL,Landing (LDG),United States of America,Japan,Douglas DC-8-32,NA,,0,0,11,109,0,120
Damaged beyond repair,NA,Thursday 27 April 1961,1961,1945,Central African Republic,Unknown,Air Cameroun,Unknown (UNK),?,?,Curtiss C-46F-1-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Monday 1 May 1961,1961,,India,Military,Indian Air Force - IAF,Unknown (UNK),?,?,Douglas C-47,NA,,0,0,,,0,5
Unknown,NA,Monday 1 May 1961,1961,,Cuba,Unknown,National Airlines,Unknown (UNK),United States of America,United States of America,Convair CV-440,NA,,0,0,,,0,10
Damaged beyond repair,NA,Saturday 6 May 1961,1961,1944,Syria,Domestic Scheduled Passenger,United Arab Airlines - UAA,Approach (APR),Syria,Syria,Douglas C-47B-5-DK (DC-3),NA,,0,0,5,2,0,7
Damaged beyond repair,NA,Sunday 7 May 1961,1961,,India,Military,Indian Air Force - IAF,En route (ENR),Pakistan,India,Douglas C-47,NA,,4,0,4,0,4,4
Destroyed,Written off (damaged beyond repair),Wednesday 10 May 1961,1961,1957,Algeria,International Scheduled Passenger,Air France,En route (ENR),Chad,France,Lockheed L-1649A Starliner,NA,,9,69,9,69,78,78
Damaged beyond repair,NA,Friday 12 May 1961,1961,1945,United Kingdom,Military,United States Air Force - USAF,Unknown (UNK),?,?,Douglas C-54E-5-DO (DC-4),NA,,,,,,,
Destroyed,Written off (damaged beyond repair),Friday 12 May 1961,1961,1942,Costa Rica,Cargo,Lineas Aéreas Costarricenses - LACSA,En route (ENR),Costa Rica,Costa Rica,Douglas R4D-4 (DC-3),30385,,2,0,2,0,2,2
Damaged beyond repair,NA,Friday 19 May 1961,1961,1944,Germany,Military,United States Air Force - USAF,Initial climb (ICL),Germany,?,Douglas SC-47A,NA,,2,0,2,0,2,2
Damaged beyond repair,NA,Saturday 20 May 1961,1961,1951-08-01  (9 years 10 months),Maldives,Military,Royal Air Force - RAF,Taxi (TXI),?,?,Avro Shackleton MR.1A,NA,,0,0,,,0,
Damaged beyond repair,NA,Monday 22 May 1961,1961,1939-05-19  (22 years ),Vietnam,Domestic Non Scheduled Passenger,Aigle Azur Extrême Orient,En route (ENR),Vietnam,Laos,Boeing S.307 Stratoliner,NA,,0,0,4,24,0,28
Damaged beyond repair,NA,Wednesday 24 May 1961,1961,1945,Oman,Unknown,Trans Mediterranean Airways - TMA,Takeoff (TOF),Oman,?,Avro 685 York C.1,NA,,0,0,,,0,
Damaged beyond repair,NA,Wednesday 24 May 1961,1961,1946,Australia,Cargo,Trans Australia Airlines - TAA,Approach (APR),Australia,Australia,Douglas DC-4-1009,46006,,2,0,2,0,2,2
Damaged beyond repair,NA,Wednesday 24 May 1961,1961,,United States of America,Military,United States Air Force - USAF,Initial climb (ICL),United States of America,United States of America,Douglas C-124A-DL Globemaster II,NA,,6,12,6,16,18,22
Damaged beyond repair,NA,Saturday 27 May 1961,1961,1960,Germany,Military,United States Air Force - USAF,Unknown (UNK),?,?,Lockheed C-130B Hercules,NA,,,,,,,
Damaged beyond repair,NA,Monday 29 May 1961,1961,1951,Singapore,Military,Royal Air Force - RAF,Unknown (UNK),?,?,Handley Page Hastings C.2,NA,,5,8,5,8,13,13
Destroyed,Written off (damaged beyond repair),Tuesday 30 May 1961,1961,1961,Portugal,International Scheduled Passenger,NA,En route (ENR),Portugal,Portugal,Douglas DC-8-53,209,Final,14,47,14,47,61,61
Damaged beyond repair,NA,Saturday 10 June 1961,1961,,Pacific Ocean,Military,United States Air Force - USAF,En route (ENR),Japan,?,Douglas C-133A-35-DL Cargomaster,NA,,8,0,8,0,8,8
Substantial,Repaired,Sunday 11 June 1961,1961,1958,Atlantic Ocean,Int'l Non Scheduled Passenger,KLM Royal Dutch Airlines,En route (ENR),United States of America,United Kingdom,Douglas DC-7C,9318,Final,0,0,8,73,0,81
Destroyed,Written off (damaged beyond repair),Monday 12 June 1961,1961,1960,Egypt,International Scheduled Passenger,KLM Royal Dutch Airlines,Approach (APR),Italy,Egypt,Lockheed L-188C Electra,NA,Final,3,17,7,29,20,36
Damaged beyond repair,NA,Tuesday 13 June 1961,1961,1944,Cameroon,Training,Air Cameroun,Initial climb (ICL),Cameroon,Cameroon,Douglas DC-4,NA,Final,4,1,4,1,5,5
Damaged beyond repair,NA,Thursday 15 June 1961,1961,,Chile,Military,Fuerza Aérea de Chile,Unknown (UNK),Chile,?,Consolidated PBY-5A Catalina,NA,,6,0,6,0,6,6
Damaged beyond repair,NA,Monday 19 June 1961,1961,1957,Brazil,Scheduled Passenger,Trans Atlantica Argentina,Landing (LDG),?,Brazil,Lockheed L-1649A Starliner,NA,,0,0,,,0,
